title,description,dealer_id,dealer_name,dealer_phone,vehicle_id,state_of_vehicle,status,availability,vin,stock_number,year,make,model,trim,body_style,body_type,list_price,price,special_price,cost_price,addon_price,mileage.value,mileage.unit,fuel_type,exterior_color,interior_color,drivetrain,transmission,images,date_first_on_lot,days_on_lot,link,url,video_link,custom_label_0,custom_label_1,custom_label_2,address,address.city,address.region,address.country,address.postal_code,latitude,longitude,"Interior Material",Wheelbase,"Door Count","Engine Displacement",Cylinders,Engine,"Transmission Speed","Option Description","Option Code","Photo Timestamp","Dealer Comments on Vehicle","Last Modified Date",ExtraPrice1,ExtraPrice2,ExtraPrice3,"Factory Certified","Dealer Certified","Model Code","Chrome Style ID","Exterior Color Code","Interior Color Code","City MPG","Hwy MPG"
"2023 Volkswagen Tiguan 4Motion SE R-Line Black",,1779834624,"dev comp 1",+923280287525,01KTR36CDCF3905WWRSM77P8YY,"Certified Pre-Owned",active,"in stock",3VV8B7AX6PM058138,13981,2023,Volkswagen,Tiguan,"4Motion SE R-Line Black",Sport,SUV,21500.00,21500.00,,20471.91,,83805,mi,Gasoline,Blue,Charcoal,AWD,Automatic,"https://dealers.webgurus365.com/storage/dealers/2/media/images/2026/06/85236037-4855-42c0-8b6f-3d83a9287fdf.png,https://dealers.webgurus365.com/storage/dealers/2/media/images/2026/06/93815d7e-6972-4b10-8547-b7f2412b1dad.png",2026-06-10,0,,,,Sport,,,street1,city,state,US,postalcode,,,01KTR36CDCF3905WWRSM77P8YY,,109.9,4,2.0,4,"2.0L Turbo I4 184hp 221ft. lbs.",Automatic,"Bluetooth | IPod/iPhone | Jack | USB | AM/FM | HD Radio | Touch Screen Display | Voice Operated | 6 | Roadside Assistance Driver assistance app | Voice Operated Hands-free phone call integration | Bluetooth Wireless data link | Hotspot Wi-Fi | Power | Variable Intermittent | Reverse Gear Tilt","auxiliaryaudioinput_bluetooth | auxiliaryaudioinput_ipod | auxiliaryaudioinput_jack | auxiliaryaudioinput_usb | radio_amfm | radio_hdradio | radio_touchscreen | radio_voiceoperated | totalspeakers_6 | telematics_roadside_assistance | hands-freephonecallintegration | wirelessdatalink_bluetooth | smartapp_hotspot_wifi | sidemirror_power | frontwipers_variable_intermittent | sidemirror_reverse_gear_tilt",,,2026-06-10T06:27:06+00:00,,,21500.00,0,0,BJ2VVJ,,,,21.0,28.0
